-1,732,1187,-1,-1,-1,-1,-1,1225,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,748,-1,-1,-1,-1,-1,-1,1257,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1225,1226,-1,-1,-1,-1,1223,1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,224,225,-1,-1,-1,-1,-1,-1,-1,1241,1242,-1,-1,-1,-1,1239,1240,-1,-1,-1,653,654,-1,-1,-1,-1,-1,-1
-1,-1,240,241,-1,-1,-1,-1,-1,-1,-1,1273,1274,-1,-1,-1,-1,1271,1272,-1,-1,-1,669,670,-1,-1,-1,-1,-1,-1
-1,257,260,257,260,-1,-1,-1,650,651,-1,1273,1274,-1,-1,-1,-1,1271,1272,-1,257,260,257,260,-1,257,260,257,260,-1
-1,274,275,274,275,-1,-1,-1,666,667,-1,1257,1258,-1,-1,-1,-1,1255,1256,-1,274,275,274,275,-1,274,275,274,275,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,131,131,131,-1,131,131,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,131,131,-1,-1,1225,80,-1
-1,-1,147,147,147,-1,147,147,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,147,147,-1,-1,1257,112,-1
-1,-1,1187,1187,1187,-1,1187,1187,1187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1187,1187,1187,-1,-1,1225,112,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1257,148,-1
-1,-1,131,131,131,-1,131,131,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,131,131,-1,-1,1225,112,-1
-1,-1,147,147,147,-1,147,147,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,147,147,-1,-1,1257,112,-1
-1,-1,1187,1187,1187,-1,1187,1187,1187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1187,1187,1187,-1,-1,1225,112,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1257,148,-1
-1,-1,131,131,131,-1,131,131,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,131,131,-1,-1,1225,112,-1
-1,-1,147,147,147,-1,147,147,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,147,147,-1,-1,1257,112,-1
-1,-1,1187,1187,1187,-1,1187,1187,1187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1187,1187,1187,-1,-1,1225,148,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1257,732,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,748,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
